timestamp,action,amount,price,value,quote_balance_after,base_balance_after,base_currency,quote_currency
2025-02-28T23:29:26.334614,buy,0.00018,0.6504,0.000117072,99.999882810928,0.00018,ADA,USDT
2025-02-28T23:29:28.801650,buy,0.00018,0.6505,0.00011709,99.999765603838,0.00036,ADA,USDT
2025-02-28T23:29:31.398521,buy,0.00014,0.6505,9.107e-05,99.999674442768,0.0005,ADA,USDT
2025-02-28T23:30:35.292747,sell,0.0001,0.6502,6.502e-05,99.999739397748,0.0004,ADA,USDT
2025-02-28T23:30:37.794107,sell,0.0001,0.6502,6.502e-05,99.999804352728,0.00030000000000000003,ADA,USDT
2025-02-28T23:30:40.191784,sell,0.0001,0.6503,6.503e-05,99.999869317698,0.00020000000000000004,ADA,USDT
2025-02-28T23:30:42.607049,sell,0.0001,0.6502,6.502e-05,99.999934272678,0.00010000000000000003,ADA,USDT
2025-02-28T23:30:45.006832,sell,0.0001,0.6502,6.502e-05,99.99999922765801,2.710505431213761e-20,ADA,USDT
